word,logp
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6223104000091553, 1.6685168743133545, 1.9069328308105469]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6700032949447632, 1.6733810901641846, 1.9070008993148804]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4457268714904785, 1.6383239030838013, 2.004058361053467]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4592105150222778, 1.62080979347229, 1.96262526512146]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3341906070709229, 1.5711101293563843, 1.9810247421264648]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.3578485250473022, 1.5261635780334473, 2.0059099197387695]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4142770767211914, 1.5475900173187256, 1.8949159383773804]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5849848985671997, 1.5997314453125, 1.9518204927444458]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4603314399719238, 1.6060432195663452, 1.8461768627166748]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4764666557312012, 1.604093313217163, 1.992126703262329]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4565988779067993, 1.5938265323638916, 1.9112770557403564]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3823003768920898, 1.532731294631958, 1.9341152906417847]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4953782558441162, 1.534253716468811, 2.0030574798583984]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4163341522216797, 1.5913630723953247, 1.9639475345611572]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.560123324394226, 1.6123913526535034, 1.92167329788208]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4506317377090454, 1.5687816143035889, 1.8583556413650513]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.542555332183838, 1.6147360801696777, 1.8906972408294678]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.5311434268951416, 1.552843689918518, 1.8913092613220215]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4162564277648926, 1.6170969009399414, 1.9471451044082642]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.3211190700531006, 1.5511889457702637, 1.9663363695144653]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6369086503982544, 1.6561959981918335, 1.96482515335083]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.168282389640808, 1.5107653141021729, 1.9208080768585205]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4618496894836426, 1.5664103031158447, 1.9915639162063599]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3209785223007202, 1.5580166578292847, 1.944508671760559]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4588929414749146, 1.608690619468689, 2.049987316131592]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4611684083938599, 1.5408729314804077, 1.8906773328781128]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.618783950805664, 1.6088932752609253, 2.023794412612915]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.454504132270813, 1.6285265684127808, 1.9138505458831787]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3853470087051392, 1.517114281654358, 1.9480409622192383]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4145479202270508, 1.5768473148345947, 2.037121295928955]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.3601628541946411, 1.532159686088562, 1.920775055885315]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4105242490768433, 1.5397447347640991, 1.9816778898239136]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.546038269996643, 1.5786421298980713, 1.9176973104476929]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.54999840259552, 1.5493558645248413, 1.9826091527938843]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4783544540405273, 1.5576200485229492, 1.907165765762329]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.3684555292129517, 1.5052690505981445, 1.9592474699020386]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3902497291564941, 1.5665618181228638, 1.999375820159912]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4296287298202515, 1.5418483018875122, 2.005476713180542]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5316550731658936, 1.5921289920806885, 2.025827646255493]"
"['<sos>', 'quality', 'quality', '<eos>']","[0.0, 1.3451732397079468, 1.5642414093017578, 1.9728466272354126]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.466158390045166, 1.5634880065917969, 1.855002760887146]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5520685911178589, 1.6075770854949951, 1.9587727785110474]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4048441648483276, 1.5915659666061401, 1.9980394840240479]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5359175205230713, 1.605527400970459, 1.976864218711853]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4985761642456055, 1.5354301929473877, 1.9914556741714478]"
"['<sos>', 'product', 'quality', '<eos>']","[0.0, 1.383373737335205, 1.5623259544372559, 2.039896249771118]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.5237081050872803, 1.5764617919921875, 2.0354747772216797]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3941733837127686, 1.5733281373977661, 2.046238422393799]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.428703784942627, 1.5334994792938232, 1.913957118988037]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.5631022453308105, 1.6548304557800293, 1.9013642072677612]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4329607486724854, 1.5409491062164307, 1.9685442447662354]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4829915761947632, 1.6213473081588745, 2.0213940143585205]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5348583459854126, 1.6168748140335083, 1.918766975402832]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3993172645568848, 1.5518856048583984, 1.8668222427368164]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4326201677322388, 1.531356692314148, 1.9805856943130493]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5524389743804932, 1.6005553007125854, 1.9155316352844238]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.5323193073272705, 1.5709738731384277, 1.9490759372711182]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4253877401351929, 1.5873370170593262, 1.9055721759796143]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.459515929222107, 1.559828519821167, 1.977365493774414]"
"['<sos>', 'quality', 'quality', '<eos>']","[0.0, 1.23673415184021, 1.548187017440796, 1.9723520278930664]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3977957963943481, 1.5744545459747314, 2.041707992553711]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4393932819366455, 1.5477771759033203, 1.9600056409835815]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.449276089668274, 1.5676072835922241, 1.9336565732955933]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4221348762512207, 1.5557239055633545, 1.8574858903884888]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3168805837631226, 1.5813950300216675, 1.869389295578003]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4072647094726562, 1.5630989074707031, 1.8864431381225586]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4323838949203491, 1.5211880207061768, 2.0005602836608887]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.5221583843231201, 1.5446480512619019, 2.002208948135376]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.405662178993225, 1.4910364151000977, 1.9728118181228638]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4993988275527954, 1.6026079654693604, 1.8757492303848267]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.5070114135742188, 1.5348353385925293, 1.9036635160446167]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4470174312591553, 1.5521979331970215, 1.895971417427063]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6159436702728271, 1.6163966655731201, 1.9766199588775635]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3957105875015259, 1.6065824031829834, 1.9903708696365356]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4632657766342163, 1.6348570585250854, 1.9655760526657104]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4831141233444214, 1.5947985649108887, 1.9413495063781738]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4418165683746338, 1.5785481929779053, 2.0667591094970703]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.614465594291687, 1.6437146663665771, 1.8957812786102295]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3260447978973389, 1.5747054815292358, 1.9331985712051392]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.480561375617981, 1.6535632610321045, 1.9219963550567627]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4825308322906494, 1.6173428297042847, 1.9919573068618774]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4273635149002075, 1.5476312637329102, 1.9510761499404907]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4943838119506836, 1.6385765075683594, 2.004208564758301]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.507030963897705, 1.6493117809295654, 1.982426404953003]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.400994062423706, 1.534787654876709, 1.8946080207824707]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4212547540664673, 1.610188364982605, 1.9943586587905884]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.493634581565857, 1.544019341468811, 1.9207919836044312]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5522048473358154, 1.6236510276794434, 1.9225702285766602]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4888726472854614, 1.568366527557373, 1.8913393020629883]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.611966848373413, 1.6325535774230957, 1.8998345136642456]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5571374893188477, 1.6216834783554077, 2.0068209171295166]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4309457540512085, 1.6159471273422241, 1.9245405197143555]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.448561429977417, 1.634194254875183, 1.9271928071975708]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5054813623428345, 1.5757255554199219, 1.9259775876998901]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3904454708099365, 1.5352168083190918, 2.017021417617798]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.50605309009552, 1.614867925643921, 1.9984424114227295]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.5951673984527588, 1.6072072982788086, 1.9639102220535278]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4569487571716309, 1.5970104932785034, 2.0206403732299805]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.2200418710708618, 1.5429939031600952, 1.9507174491882324]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.3688989877700806, 1.5679349899291992, 1.9397003650665283]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4667385816574097, 1.588119387626648, 1.9057708978652954]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.375556468963623, 1.5654526948928833, 2.018862009048462]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.3239718675613403, 1.4773926734924316, 1.9031046628952026]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6269183158874512, 1.6602497100830078, 1.905417799949646]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.51920485496521, 1.606427550315857, 2.048344373703003]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4510074853897095, 1.5625859498977661, 2.002039909362793]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.6671205759048462, 1.7245173454284668, 2.019892454147339]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5356203317642212, 1.6203224658966064, 1.9053337574005127]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.6587591171264648, 1.755818247795105, 1.9279690980911255]"
"['<sos>', 'quality', 'quality', '<eos>']","[0.0, 1.2113488912582397, 1.5316550731658936, 1.977329969406128]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3926879167556763, 1.567995548248291, 1.8367375135421753]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5669647455215454, 1.5836163759231567, 2.0072553157806396]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.2299553155899048, 1.5176066160202026, 1.8942619562149048]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.351639986038208, 1.5096710920333862, 1.7852755784988403]"
"['<sos>', 'quality', 'quality', '<eos>']","[0.0, 1.39743173122406, 1.5854320526123047, 1.9862743616104126]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.546668529510498, 1.5823874473571777, 2.0321738719940186]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.359719157218933, 1.596081018447876, 1.9044928550720215]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.559088110923767, 1.6365320682525635, 1.876493215560913]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3714479207992554, 1.5243008136749268, 1.905333399772644]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.618966817855835, 1.636974811553955, 1.9077436923980713]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4841386079788208, 1.587911605834961, 1.8509191274642944]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4708203077316284, 1.6348693370819092, 2.011718273162842]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4319452047348022, 1.6072587966918945, 2.0122666358947754]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4493398666381836, 1.5528291463851929, 1.9634594917297363]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.5000308752059937, 1.609868049621582, 1.9036952257156372]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5480082035064697, 1.6250919103622437, 1.8395984172821045]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5559104681015015, 1.6134754419326782, 1.9646340608596802]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.422236442565918, 1.6069843769073486, 1.945548415184021]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.53935706615448, 1.597720980644226, 1.9750499725341797]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4098155498504639, 1.510971188545227, 1.8572604656219482]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.573583722114563, 1.6046823263168335, 2.072118043899536]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.605199933052063, 1.6828616857528687, 2.0218582153320312]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.4649158716201782, 1.593253493309021, 1.9272485971450806]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.363391399383545, 1.589443325996399, 1.995938777923584]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4304299354553223, 1.5388643741607666, 1.9147725105285645]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4625405073165894, 1.5756193399429321, 1.9617383480072021]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.3744850158691406, 1.5004899501800537, 1.925795078277588]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.455814003944397, 1.5652384757995605, 1.9020073413848877]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.378706693649292, 1.5436315536499023, 1.9867416620254517]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5767368078231812, 1.5826959609985352, 2.020646810531616]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4292476177215576, 1.6266871690750122, 1.959999680519104]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4953914880752563, 1.556914210319519, 1.9543917179107666]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3412723541259766, 1.5539244413375854, 1.8175172805786133]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3464207649230957, 1.5263200998306274, 1.8921470642089844]"
"['<sos>', 'quality', 'quality', '<eos>']","[0.0, 1.075333595275879, 1.4957290887832642, 1.9366672039031982]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.1827449798583984, 1.468564510345459, 1.8528507947921753]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.400107741355896, 1.600938081741333, 1.9937487840652466]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5730321407318115, 1.6332221031188965, 1.845199704170227]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.2380670309066772, 1.4767131805419922, 1.9700533151626587]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3718982934951782, 1.5423192977905273, 1.9056390523910522]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.428001880645752, 1.6172254085540771, 1.9313197135925293]"
"['<sos>', 'quality', 'quality', '<eos>']","[0.0, 1.3797526359558105, 1.575258493423462, 1.974785566329956]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.243573546409607, 1.4896291494369507, 1.6987402439117432]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5681778192520142, 1.672322154045105, 2.0155091285705566]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3015669584274292, 1.5588082075119019, 1.9062937498092651]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.448312759399414, 1.5662264823913574, 1.913217544555664]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.491537094116211, 1.5880829095840454, 1.9776747226715088]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3462930917739868, 1.5045018196105957, 1.930592656135559]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6741142272949219, 1.67374849319458, 1.970609188079834]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4128865003585815, 1.5012874603271484, 1.9685474634170532]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4040628671646118, 1.5618078708648682, 2.038804769515991]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3146274089813232, 1.5587447881698608, 1.9550098180770874]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5964834690093994, 1.5966498851776123, 1.9716824293136597]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5177226066589355, 1.604439616203308, 1.942700982093811]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4091160297393799, 1.5386614799499512, 1.7818161249160767]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5312069654464722, 1.6050769090652466, 1.908339500427246]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5522561073303223, 1.6632581949234009, 1.9977092742919922]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.4555460214614868, 1.6200333833694458, 1.845310926437378]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4769550561904907, 1.610695719718933, 2.0429766178131104]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.5333374738693237, 1.550171971321106, 1.9665029048919678]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.46897292137146, 1.5526211261749268, 1.956533432006836]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.502645492553711, 1.5695853233337402, 2.0490641593933105]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.427586317062378, 1.5279619693756104, 2.0068678855895996]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.3916566371917725, 1.5202200412750244, 1.9646867513656616]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4671878814697266, 1.6151071786880493, 2.0296554565429688]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4000989198684692, 1.5620830059051514, 1.9170409440994263]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3633817434310913, 1.5496898889541626, 2.011676788330078]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.5559344291687012, 1.5821706056594849, 2.0221445560455322]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4285460710525513, 1.495680332183838, 1.9804891347885132]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4764602184295654, 1.5815836191177368, 1.9537270069122314]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4270175695419312, 1.539627194404602, 2.001413583755493]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3334143161773682, 1.5564556121826172, 2.0008797645568848]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4527608156204224, 1.5900629758834839, 1.9886391162872314]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3705358505249023, 1.5307775735855103, 1.874634027481079]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.5340694189071655, 1.5712507963180542, 2.029855728149414]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.488319754600525, 1.6378787755966187, 1.7553095817565918]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4030427932739258, 1.562312364578247, 1.895914077758789]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.274895429611206, 1.4972087144851685, 1.8738394975662231]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5379533767700195, 1.5735502243041992, 1.9338555335998535]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4785237312316895, 1.5717661380767822, 1.9441369771957397]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.525525450706482, 1.565353274345398, 1.996207356452942]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6501076221466064, 1.6204283237457275, 2.0283682346343994]"
"['<sos>', 'product', 'quality', '<eos>']","[0.0, 1.383926272392273, 1.5559923648834229, 2.031322717666626]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.398429274559021, 1.5321369171142578, 1.9950411319732666]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5326780080795288, 1.5847434997558594, 2.0078821182250977]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4617482423782349, 1.5267947912216187, 1.9605976343154907]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.3668514490127563, 1.5488628149032593, 2.0167243480682373]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.496996283531189, 1.6089739799499512, 1.848528504371643]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.5107980966567993, 1.5775986909866333, 1.9914005994796753]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.344072699546814, 1.524179220199585, 1.9634121656417847]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.50230872631073, 1.6115057468414307, 1.916804313659668]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.632704257965088, 1.6560674905776978, 1.8941092491149902]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.422054409980774, 1.616583228111267, 1.9505345821380615]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3643851280212402, 1.5812300443649292, 1.9981410503387451]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5273715257644653, 1.6155768632888794, 1.9011658430099487]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5053157806396484, 1.5772899389266968, 1.9198516607284546]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4339226484298706, 1.5537710189819336, 1.9585673809051514]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5674618482589722, 1.6610528230667114, 2.032616138458252]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4020788669586182, 1.5263354778289795, 1.9047329425811768]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.484890103340149, 1.6342283487319946, 2.0043258666992188]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.2112069129943848, 1.5357012748718262, 1.9281415939331055]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.3543541431427002, 1.5285592079162598, 1.8190171718597412]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4037989377975464, 1.590682864189148, 1.9975260496139526]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.4908051490783691, 1.6210700273513794, 1.8543251752853394]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4402508735656738, 1.551591396331787, 1.9737114906311035]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4362609386444092, 1.6026650667190552, 1.9748878479003906]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5229284763336182, 1.6314488649368286, 2.061492443084717]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.533526062965393, 1.5677571296691895, 1.9609434604644775]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5320626497268677, 1.650412678718567, 1.9904778003692627]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.4306190013885498, 1.5736885070800781, 2.008305549621582]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.4933141469955444, 1.6102073192596436, 1.881709098815918]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.2423441410064697, 1.485131859779358, 1.88015878200531]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.499000072479248, 1.6008071899414062, 1.8376959562301636]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4001528024673462, 1.539994239807129, 1.899396538734436]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4408711194992065, 1.5958738327026367, 1.8569684028625488]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4437270164489746, 1.549776554107666, 1.9479219913482666]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4215304851531982, 1.5366625785827637, 1.9874794483184814]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.480089545249939, 1.633434534072876, 2.0194168090820312]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6066393852233887, 1.6487325429916382, 1.9022244215011597]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4621012210845947, 1.5713616609573364, 1.9819663763046265]"
"['<sos>', 'product', 'sound', '<eos>']","[0.0, 1.4441771507263184, 1.5768736600875854, 1.9804853200912476]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5552875995635986, 1.614296555519104, 1.9588007926940918]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.500649094581604, 1.5544862747192383, 1.9602631330490112]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.2652207612991333, 1.53779935836792, 1.8993754386901855]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4248398542404175, 1.5497589111328125, 1.8736109733581543]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.5472681522369385, 1.5585312843322754, 2.0289993286132812]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5976165533065796, 1.6347471475601196, 1.884783148765564]"
